Time Deltas	Message	Detail	Time (secs)
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000231
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 43022438418	6.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000586
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000165
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370466623)	2.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00012
T3	______[0xB062] LTE MAC RACH attempt	Success	8e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	6.3e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 701727102340	4.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.012798
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	9.8e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370467928)	6.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000299
T3	______[0xB062] LTE MAC RACH attempt	Success	3.5e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000184
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 779266373652	1.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000326
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	7.4e-05
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370468717)	3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000103
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000129
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 340604746900	3.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.049062
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000229
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370469969)	8.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000355
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00022
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 367837619197	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000822
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000198
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370470728)	2.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000117
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000103
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 640483235198	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.005103
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00031
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370471938)	5.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000288
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000218
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370471938)	9.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000311
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000205
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 531323118591	4.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.056252
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000122
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370472686)	5.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000326
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000234
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 290632113841	1.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.005096
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000297
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370473918)	6.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000308
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000218
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 486223137449	1.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000301
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.003289
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370474667)	5.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000366
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000206
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370474667)	7.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000321
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000202
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 749750538064	2.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.003881
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000205
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370475793)	6.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000254
T3	______[0xB062] LTE MAC RACH attempt	Success	1.4e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000201
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 496983341773	6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00058
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	8.1e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370476534)	6.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000207
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000195
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 66776460109	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000904
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000204
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370477773)	7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000312
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000191
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 122574249845	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.006596
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000305
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370478555)	3.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000117
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	7.6e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 374172441561	5.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.05724
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00024
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370479818)	6.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000236
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000173
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 1066545583717	3.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000775
T3	______[0xB062] LTE MAC RACH attempt	Success	9e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.004696
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370480597)	2.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000116
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	7.8e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 380650639954	3.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001112
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000252
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370481781)	4.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00028
T3	______[0xB062] LTE MAC RACH attempt	Success	8e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000121
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 637232927947	2.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.066261
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	6.2e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370482460)	6.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000294
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000193
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 767026780816	1.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.019024
T3	______[0xB062] LTE MAC RACH attempt	Success	9e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000212
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370483594)	5.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000169
T3	______[0xB062] LTE MAC RACH attempt	Success	7e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000106
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 100333360221	4.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000231
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	8.1e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370484308)	7.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000274
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.0002
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 852777614292	3.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000459
T3	______[0xB062] LTE MAC RACH attempt	Success	9e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	8e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370485499)	5.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000202
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000262
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 110985902563	6.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00416
T3	______[0xB062] LTE MAC RACH attempt	Success	1.7e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000363
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370486220)	7.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000346
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000182
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 46363410559	4.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000818
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000182
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370487345)	6.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000127
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	6.1e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 1096597748306	5.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001021
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000179
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370487994)	9.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000228
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000215
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 524002932157	3.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001542
T3	______[0xB062] LTE MAC RACH attempt	Success	1.8e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000266
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370489082)	4.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000243
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000138
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 1017451527911	5.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001098
T3	______[0xB062] LTE MAC RACH attempt	Success	1.7e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000201
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370489768)	7.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000385
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000206
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 469115951880	4.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.052999
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	7.2e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370491004)	2.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000103
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	9.9e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 608118979157	4.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.003514
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000246
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370491797)	5.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000323
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000202
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 963191979041	6.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000986
T3	______[0xB062] LTE MAC RACH attempt	Success	1.7e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000242
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370492866)	6.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000254
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000187
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 867005069417	5.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000862
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000212
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370493611)	7.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000242
T3	______[0xB062] LTE MAC RACH attempt	Success	9.7e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000202
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370493611)	6.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00022
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000196
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 196598544110	1.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000371
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	6.1e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370494741)	7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000311
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000214
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 295373057176	1.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000356
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	6.1e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370495495)	5.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000296
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000199
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 907738050694	2.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.002367
T3	______[0xB062] LTE MAC RACH attempt	Success	2.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000421
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370496635)	5.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00028
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000163
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 386513620740	5.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001117
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000218
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370497301)	6.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000381
T3	______[0xB062] LTE MAC RACH attempt	Success	1.4e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000201
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 999029533551	3.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.002725
T3	______[0xB062] LTE MAC RACH attempt	Success	1.5e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000277
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370498465)	8.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000354
T3	______[0xB062] LTE MAC RACH attempt	Success	1.8e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000286
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 511775807680	2.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000813
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000244
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370499255)	6.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000333
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000196
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370499255)	6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000353
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000218
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 549113748308	3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000914
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00314
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370500420)	6.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000269
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000229
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 154276213234	2.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.004633
T3	______[0xB062] LTE MAC RACH attempt	Success	5.5e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000401
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370501147)	6.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000319
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000269
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 10347778941	4.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001069
T3	______[0xB062] LTE MAC RACH attempt	Success	1.6e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000269
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370502261)	5.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000308
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000204
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 1019742887022	5.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001956
